76,68,40,47,95,90
72,56,39,60,90,90
66,68,39,47,85,91
67,68,34,46,83,89
59,68,32,47,75,88
58,67,31,47,73,88
55,69,33,46,71,90
52,70,33,47,68,91
49,71,33,44,65,91
47,61,32,55,62,91
29,72,49,48,56,95
40,73,30,47,55,94
37,76,30,47,51,98
